"Uganda","Zambia","output_type","file_name","parm","quartile"
"44 (34 to 54)","44 (34 to 54)","100x ATT per child, TBS1","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"36 (26 to 46)","36 (26 to 46)","100x ATT per child, TBS2","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"13 (5 to 20)","13 (5 to 20)","% FP, SOC","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"55 (44 to 67)","55 (44 to 67)","% FP, WHO","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"32 (21 to 42)","32 (21 to 42)","% FP, TBS1","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"23 (13 to 33)","23 (13 to 33)","% FP, TBS2","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"75 (55 to 94)","75 (55 to 94)","% FN, SOC","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"7 (0 to 21)","7 (0 to 21)","% FN, WHO","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"6 (0 to 20)","6 (0 to 20)","% FN, TBS1","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"13 (0 to 31)","13 (0 to 31)","% FN, TBS2","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"48 (36 to 59)","48 (36 to 59)","100x incremental ATT, WHO v SOC","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"29 (17 to 40)","29 (17 to 40)","100x incremental ATT, TBS1 v SOC","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"21 (9 to 32)","21 (9 to 32)","100x incremental ATT, TBS2 v SOC","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"-19 (-29 to -10)","-19 (-29 to -10)","100x incremental ATT, TBS1 v WHO","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"-27 (-37 to -16)","-27 (-37 to -16)","100x incremental ATT, TBS2 v WHO","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"-8 (-14 to -3)","-8 (-14 to -3)","100x incremental ATT, TBS2 v TBS1","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"18 (15 to 21)","18 (15 to 21)","100x deaths per child, SOC","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"12 (11 to 13)","12 (11 to 13)","100x deaths per child, WHO","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"12 (11 to 13)","12 (11 to 13)","100x deaths per child, TBS1","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"13 (12 to 14)","13 (12 to 14)","100x deaths per child, TBS2","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"-6 (-9 to -3)","-6 (-9 to -3)","100x incremental deaths, WHO v SOC","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"-6 (-9 to -3)","-6 (-9 to -3)","100x incremental deaths, TBS1 v SOC","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"-5 (-8 to -2)","-5 (-8 to -3)","100x incremental deaths, TBS2 v SOC","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"0 (-1 to 1)","0 (-1 to 1)","100x incremental deaths, TBS1 v WHO","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"0 (-1 to 2)","0 (-1 to 2)","100x incremental deaths, TBS2 v WHO","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"1 (0 to 2)","1 (0 to 2)","100x incremental deaths, TBS2 v TBS1","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"380 (179 to 577)","379 (180 to 579)","100x undiscounted LYS, WHO v SOC","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"385 (198 to 592)","384 (198 to 594)","100x undiscounted LYS, TBS1 v SOC","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"348 (167 to 548)","347 (169 to 553)","100x undiscounted LYS, TBS2 v SOC","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"5 (-60 to 86)","5 (-60 to 85)","100x undiscounted LYS, TBS1 v WHO","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"-32 (-138 to 57)","-32 (-140 to 57)","100x undiscounted LYS, TBS2 v WHO","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"-38 (-118 to 0)","-37 (-116 to 0)","100x undiscounted LYS, TBS2 v TBS1","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"155 (73 to 236)","155 (74 to 237)","100x DALYs averted, WHO v SOC","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"157 (81 to 241)","157 (81 to 243)","100x DALYs averted, TBS1 v SOC","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"142 (68 to 224)","142 (69 to 226)","100x DALYs averted, TBS2 v SOC","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"2 (-25 to 35)","2 (-25 to 35)","100x DALYs averted, TBS1 v WHO","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"-13 (-56 to 23)","-13 (-57 to 23)","100x DALYs averted, TBS2 v WHO","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"-15 (-48 to 0)","-15 (-47 to 0)","100x DALYs averted, TBS2 v TBS1","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"33 (26 to 40)","38 (30 to 46)","cost per child, SOC","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"107 (98 to 115)","122 (113 to 132)","cost per child, WHO","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"111 (104 to 118)","129 (120 to 137)","cost per child, TBS1","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"88 (76 to 99)","101 (88 to 114)","cost per child, TBS2","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"74 (63 to 84)","84 (72 to 96)","incremental cost, WHO v SOC","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"78 (69 to 88)","91 (80 to 102)","incremental cost, TBS1 v SOC","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"55 (42 to 68)","63 (48 to 79)","incremental cost, TBS2 v SOC","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"4 (-4 to 13)","6 (-3 to 16)","incremental cost, TBS1 v WHO","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"-19 (-32 to -7)","-21 (-36 to -6)","incremental cost, TBS2 v WHO","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"-24 (-34 to -14)","-28 (-40 to -17)","incremental cost, TBS2 v TBS1","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"19.5","22.27","ICER (no discounting), WHO v SOC","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"20.37","23.63","ICER (no discounting), TBS1 v SOC","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"15.78","18.16","ICER (no discounting), TBS2 v SOC","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"81.68","120.06","ICER (no discounting), TBS1 v WHO","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"59.74","66.6","ICER (no discounting), TBS2 v WHO","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"62.89","74.25","ICER (no discounting), TBS2 v TBS1","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"47.81","54.47","ICER, WHO v SOC","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"49.95","57.81","ICER, TBS1 v SOC","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"38.68","44.43","ICER, TBS2 v SOC","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"200.24","293.66","ICER, TBS1 v WHO","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"146.44","162.9","ICER, TBS2 v WHO","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"154.18","181.61","ICER, TBS2 v TBS1","tICERtable_s.CFR.sam.TBnoATT_LQ.csv","s.CFR.sam.TBnoATT","LQ"
"15 (8 to 23)","15 (8 to 23)","100x ATT per child, SOC","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"63 (52 to 72)","63 (52 to 72)","100x ATT per child, WHO","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"44 (34 to 54)","44 (34 to 54)","100x ATT per child, TBS1","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"36 (26 to 46)","36 (26 to 46)","100x ATT per child, TBS2","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"13 (5 to 20)","13 (5 to 20)","% FP, SOC","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"55 (44 to 67)","55 (44 to 67)","% FP, WHO","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"32 (21 to 42)","32 (21 to 42)","% FP, TBS1","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"23 (13 to 33)","23 (13 to 33)","% FP, TBS2","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"75 (55 to 94)","75 (55 to 94)","% FN, SOC","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"7 (0 to 21)","7 (0 to 21)","% FN, WHO","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"6 (0 to 20)","6 (0 to 20)","% FN, TBS1","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"13 (0 to 31)","13 (0 to 31)","% FN, TBS2","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"48 (36 to 59)","48 (36 to 59)","100x incremental ATT, WHO v SOC","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"29 (17 to 40)","29 (17 to 40)","100x incremental ATT, TBS1 v SOC","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"21 (9 to 32)","21 (9 to 32)","100x incremental ATT, TBS2 v SOC","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"-19 (-29 to -10)","-19 (-29 to -10)","100x incremental ATT, TBS1 v WHO","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"-27 (-37 to -16)","-27 (-37 to -16)","100x incremental ATT, TBS2 v WHO","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"-8 (-14 to -3)","-8 (-14 to -3)","100x incremental ATT, TBS2 v TBS1","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"20 (16 to 24)","20 (16 to 24)","100x deaths per child, SOC","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"12 (11 to 14)","12 (11 to 14)","100x deaths per child, WHO","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"12 (11 to 14)","12 (11 to 14)","100x deaths per child, TBS1","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"13 (12 to 15)","13 (12 to 15)","100x deaths per child, TBS2","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"-8 (-12 to -4)","-8 (-12 to -4)","100x incremental deaths, WHO v SOC","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"-8 (-12 to -4)","-8 (-12 to -4)","100x incremental deaths, TBS1 v SOC","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"-7 (-11 to -3)","-7 (-11 to -3)","100x incremental deaths, TBS2 v SOC","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"0 (-2 to 1)","0 (-2 to 1)","100x incremental deaths, TBS1 v WHO","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"1 (-1 to 3)","1 (-1 to 3)","100x incremental deaths, TBS2 v WHO","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"1 (0 to 2)","1 (0 to 2)","100x incremental deaths, TBS2 v TBS1","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"511 (238 to 777)","510 (240 to 777)","100x undiscounted LYS, WHO v SOC","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"518 (268 to 800)","517 (267 to 802)","100x undiscounted LYS, TBS1 v SOC","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"468 (226 to 737)","467 (229 to 741)","100x undiscounted LYS, TBS2 v SOC","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"7 (-80 to 116)","7 (-80 to 115)","100x undiscounted LYS, TBS1 v WHO","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"-43 (-188 to 76)","-43 (-190 to 77)","100x undiscounted LYS, TBS2 v WHO","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"-51 (-157 to 0)","-50 (-155 to 0)","100x undiscounted LYS, TBS2 v TBS1","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"208 (97 to 317)","208 (98 to 318)","100x DALYs averted, WHO v SOC","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"211 (109 to 326)","211 (109 to 328)","100x DALYs averted, TBS1 v SOC","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"191 (92 to 301)","191 (93 to 303)","100x DALYs averted, TBS2 v SOC","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"3 (-33 to 47)","3 (-33 to 47)","100x DALYs averted, TBS1 v WHO","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"-18 (-77 to 31)","-18 (-78 to 31)","100x DALYs averted, TBS2 v WHO","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"-21 (-64 to 0)","-21 (-64 to 0)","100x DALYs averted, TBS2 v TBS1","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"33 (26 to 40)","38 (30 to 46)","cost per child, SOC","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"107 (98 to 115)","122 (113 to 132)","cost per child, WHO","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"111 (104 to 118)","129 (120 to 137)","cost per child, TBS1","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"88 (76 to 99)","101 (88 to 114)","cost per child, TBS2","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"74 (63 to 84)","84 (72 to 96)","incremental cost, WHO v SOC","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"78 (69 to 88)","91 (80 to 102)","incremental cost, TBS1 v SOC","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"55 (42 to 68)","63 (48 to 79)","incremental cost, TBS2 v SOC","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"4 (-4 to 13)","6 (-3 to 16)","incremental cost, TBS1 v WHO","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"-19 (-32 to -7)","-21 (-36 to -6)","incremental cost, TBS2 v WHO","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"-24 (-34 to -14)","-28 (-40 to -17)","incremental cost, TBS2 v TBS1","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"14.5","16.55","ICER (no discounting), WHO v SOC","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"15.14","17.56","ICER (no discounting), TBS1 v SOC","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"11.73","13.5","ICER (no discounting), TBS2 v SOC","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"60.62","88.97","ICER (no discounting), TBS1 v WHO","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"44.38","49.49","ICER (no discounting), TBS2 v WHO","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"46.72","55.15","ICER (no discounting), TBS2 v TBS1","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"35.53","40.48","ICER, WHO v SOC","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"37.12","42.96","ICER, TBS1 v SOC","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"28.75","33.02","ICER, TBS2 v SOC","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"148.6","217.61","ICER, TBS1 v WHO","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"108.81","121.06","ICER, TBS2 v WHO","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"114.54","134.9","ICER, TBS2 v TBS1","tICERtable_s.CFR.sam.TBnoATT_UQ.csv","s.CFR.sam.TBnoATT","UQ"
"15 (9 to 22)","15 (9 to 22)","100x ATT per child, SOC","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"62 (53 to 72)","62 (53 to 72)","100x ATT per child, WHO","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"43 (33 to 54)","43 (33 to 54)","100x ATT per child, TBS1","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"35 (26 to 45)","35 (26 to 45)","100x ATT per child, TBS2","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"13 (6 to 20)","13 (6 to 20)","% FP, SOC","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"55 (45 to 66)","55 (45 to 66)","% FP, WHO","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"31 (21 to 42)","31 (21 to 42)","% FP, TBS1","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"23 (14 to 32)","23 (14 to 32)","% FP, TBS2","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"74 (53 to 92)","74 (53 to 92)","% FN, SOC","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"7 (0 to 21)","7 (0 to 21)","% FN, WHO","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"6 (0 to 21)","6 (0 to 21)","% FN, TBS1","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"13 (0 to 30)","13 (0 to 30)","% FN, TBS2","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"47 (36 to 58)","47 (36 to 58)","100x incremental ATT, WHO v SOC","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"28 (17 to 40)","28 (17 to 40)","100x incremental ATT, TBS1 v SOC","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"20 (10 to 31)","20 (10 to 31)","100x incremental ATT, TBS2 v SOC","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"-19 (-29 to -9)","-19 (-29 to -9)","100x incremental ATT, TBS1 v WHO","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"-27 (-37 to -17)","-27 (-37 to -17)","100x incremental ATT, TBS2 v WHO","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"-8 (-14 to -3)","-8 (-14 to -3)","100x incremental ATT, TBS2 v TBS1","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"19 (15 to 22)","19 (15 to 23)","100x deaths per child, SOC","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"12 (11 to 14)","12 (11 to 14)","100x deaths per child, WHO","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"12 (11 to 14)","12 (11 to 14)","100x deaths per child, TBS1","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"13 (12 to 15)","13 (12 to 15)","100x deaths per child, TBS2","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"-7 (-10 to -3)","-7 (-10 to -3)","100x incremental deaths, WHO v SOC","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"-7 (-10 to -3)","-7 (-11 to -3)","100x incremental deaths, TBS1 v SOC","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"-6 (-10 to -3)","-6 (-10 to -3)","100x incremental deaths, TBS2 v SOC","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"0 (-1 to 1)","0 (-1 to 1)","100x incremental deaths, TBS1 v WHO","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"1 (-1 to 2)","1 (-1 to 2)","100x incremental deaths, TBS2 v WHO","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"1 (0 to 2)","1 (0 to 2)","100x incremental deaths, TBS2 v TBS1","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"439 (190 to 689)","439 (199 to 697)","100x undiscounted LYS, WHO v SOC","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"446 (199 to 694)","446 (207 to 701)","100x undiscounted LYS, TBS1 v SOC","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"401 (172 to 651)","400 (171 to 661)","100x undiscounted LYS, TBS2 v SOC","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"7 (-76 to 92)","7 (-77 to 99)","100x undiscounted LYS, TBS1 v WHO","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"-38 (-157 to 60)","-39 (-152 to 63)","100x undiscounted LYS, TBS2 v WHO","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"-45 (-131 to 0)","-45 (-133 to 0)","100x undiscounted LYS, TBS2 v TBS1","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"179 (77 to 281)","179 (81 to 285)","100x DALYs averted, WHO v SOC","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"182 (81 to 283)","182 (85 to 287)","100x DALYs averted, TBS1 v SOC","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"163 (70 to 265)","164 (70 to 270)","100x DALYs averted, TBS2 v SOC","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"3 (-31 to 38)","3 (-32 to 40)","100x DALYs averted, TBS1 v WHO","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"-15 (-64 to 25)","-16 (-62 to 26)","100x DALYs averted, TBS2 v WHO","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"-18 (-54 to 0)","-18 (-54 to 0)","100x DALYs averted, TBS2 v TBS1","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"32 (26 to 40)","38 (30 to 46)","cost per child, SOC","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"106 (98 to 114)","122 (112 to 131)","cost per child, WHO","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"111 (103 to 119)","128 (120 to 137)","cost per child, TBS1","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"87 (76 to 98)","100 (88 to 113)","cost per child, TBS2","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"74 (63 to 84)","84 (72 to 96)","incremental cost, WHO v SOC","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
"78 (69 to 88)","91 (80 to 103)","incremental cost, TBS1 v SOC","tICERtable_s.reassess.choice.se_LQ.csv","s.reassess.choice.se","LQ"
